positive_places,negative_places,positive_animals,negative_animals,produce,household_items
Landscapes_128_h.jpg,Landscapes_029_v.jpg,lemur3.png,opossum3.png,orangepepper.png,pencil_sharpener.png
Landscapes_131_h.jpg,Landscapes_030_v.jpg,lioncub1.png,pangolin1.png,orangetomato.png,pencil02b.png
Landscapes_132_h.jpg,Landscapes_031_h.jpg,lioncub2.png,pigeon1.png,oystermushroom.png,pencilcase02b.png
Landscapes_133_h.jpg,Landscapes_032_v.jpg,madarinducks1.png,poisonouscaterpillar1.png,papaya1.png,pencilsharpener02a.png
Landscapes_134_h.jpg,Landscapes_033_h.jpg,manatee1.png,proboscismonkey1.png,papaya2.png,peppermill01a.png
Landscapes_137_h.jpg,Landscapes_036_h.jpg,manatee2.png,proboscismonkey2.png,parsley.png,pickaxe01.png
Landscapes_138_h.jpg,Landscapes_039_v.jpg,meerkat1.png,rattlesnake1.png,parsnip.png,pictureframe04.png
Landscapes_140_v.jpg,Landscapes_043_h.jpg,monkey1.png,rattlesnake2.png,passionfruit1.png,pillow01a.png
Landscapes_141_h.jpg,Landscapes_044_h.jpg,monkey2.png,rattlesnake3.png,peach.png,pincers.png
Landscapes_142_h.jpg,Landscapes_057_h.jpg,mountainsquirrel1.png,Reptile_5_masked.png,peach01.png,pipewrench.png
Landscapes_143_h.jpg,Landscapes_058_h.jpg,mouse1.png,Reptile_16_masked.png,peanut.png,pitcher02b.png
Landscapes_145_h.jpg,Landscapes_060_h.jpg,otter1.png,Reptile_21_masked.png,peanut01.png,pitchfork.png
Landscapes_146_h.jpg,Landscapes_061_h.jpg,owl1.png,Reptile_24_masked.png,peanuts.png,plasticbasket02a.png
Landscapes_147_h.jpg,Landscapes_063_h.jpg,owl2.png,rhinobeetle1.png,pear01.png,plate02b.png
Landscapes_148_h.jpg,Landscapes_066_h.jpg,panda1.png,rubytigerbug1.png,pearlonion.png,pliers.png
Landscapes_149_h.jpg,Landscapes_068_h.jpg,panda2.png,salamander1.png,pecan01.png,plunger02.png
Landscapes_150_v.jpg,Landscapes_070_h.jpg,parrot1.png,salamander2.png,pecan02.png,poolnet.png
Landscapes_151_h.jpg,Landscapes_074_h.jpg,parrot01.png,salamander3.png,pecans.png,postitnote.png
Landscapes_152_h.jpg,Landscapes_076_h.jpg,parrot2.png,salamander4.png,pepinomelon.png,pot.png
Landscapes_153_h.jpg,Landscapes_077_v.jpg,parrot3.png,salamander5.png,pepper01.png,potatomasher01b.png
Landscapes_154_h.jpg,Landscapes_078_h.jpg,parrot4.png,salamander6.png,pepper04a.png,pressurewasher.png
Landscapes_155_h.jpg,Landscapes_079_v.jpg,peacock1.png,salamander7.png,pepper06c.png,printer02.png
Landscapes_157_h.jpg,Landscapes_080_h.jpg,peacock2.png,scorpion2.png,persian melon.png,qtip.png
Landscapes_158_h.jpg,Landscapes_111_h.jpg,peacock3.png,scorpion3.png,persimmon.png,racket.png
Landscapes_161_h.jpg,Landscapes_118_v.jpg,penguin1.png,scorpion4.png,pickle01a.png,radiator.png
Landscapes_162_h.jpg,Landscapes_129_v.jpg,penguin2.png,scorpion5.png,pineapple1.png,radio02.png
Landscapes_163_h.jpg,Landscapes_135_h.jpg,Picture86.png,scorpion6.png,pineapple01a.png,razor01.png
Landscapes_164_h.jpg,Landscapes_136_h.jpg,Picture222.png,scorpion7.png,pistachio_1.png,remotecontrol04.png
Landscapes_165_h.jpg,Landscapes_139_h.jpg,Pig_1_masked.png,scorpionfly1.png,pistachio.png,rocking_chair.png
Landscapes_166_h.jpg,Landscapes_144_h.jpg,Pig_3_masked.png,scorpionfly2.png,pistachio2.png,rollerblade.png
Landscapes_167_h.jpg,Landscapes_156_h.jpg,pony1.png,scorpionfly3.png,plantain.png,rollingpin01a.png
Landscapes_168_h.jpg,Landscapes_159_h.jpg,puffin1.png,seacucumber1.png,plum01.png,rope03.png
Landscapes_169_h.jpg,Landscapes_160_v.jpg,puffin2.png,seacucumber3.png,pomegranate.png,rubberglove02a.png
Landscapes_171_v.jpg,Landscapes_170_h.jpg,pugdog1.png,seacucumber4.png,pomogranate.png,rubberglove02b.png
Landscapes_172_h.jpg,Landscapes_177_h.jpg,puppy1.png,seal1.png,portabellamushroom.png,rug01.png
Landscapes_173_h.jpg,Landscapes_182_v.jpg,puppy2.png,shark1.png,potato.png,ruler.png
Landscapes_174_h.jpg,Lava 1.jpg,puppy3.png,shark2.png,potato01.png,ruler04.png
Landscapes_175_h.jpg,Lightning 2.jpg,puppy4.png,shoebillstorck1.png,potato02b.png,safe.png
Landscapes_176_h.jpg,Lightning 4.jpg,puppy5.png,silkworm1.png,prune.png,safetyglasses.png
Landscapes_178_h.jpg,Lightning 6.jpg,puppy6.png,skink1.png,ptahaya.png,saltshaker03a.png
Landscapes_179_h.jpg,Lightning 7.jpg,puppy7.png,skink2.png,pumpkin.png,saucepan.png
Landscapes_180_h.jpg,lightning1.jpg,puppy8.png,skink6.png,purplecauliflower.png,saw01a.png
Landscapes_181_h.jpg,lightning2.jpg,puppy9.png,slug1.png,purplefig.png,scale01a.png
Landscapes_183_h.jpg,lightning3.jpg,puppy10.png,slug2.png,purpleplum.png,scanner.png
Landscapes_184_h.jpg,lightning4.jpg,puppy11.png,Snake_1_masked.png,purplepotato.png,scissors02b.png
Landscapes_185_v.jpg,Memorial 3.jpg,puppy12.png,Snake_3_masked.png,purplepotato2.png,scooter.png
lavender_field_1.png,memorial1.jpg,puppy13.png,Snake_4_masked.png,quince.png,scotchtape.png
lavender_field_2.png,mess1.jpg,quokka1.png,snake.png,quince1.png,screw.png
li_river_1.png,mess2.jpg,quokka3.png,snake1.png,radicchio.png,screwdriver.png
li_river_2.png,mess4.jpg,Rabbit_2_masked.png,snake2.png,radish01.png,screwdriver04b.png
Louvre.jpg,mess5.jpg,Rabbit_5_masked.png,snake3.png,raisin_1.png,scrubbingbrush05b.png
marble_caves_3.png,mess6.jpg,Rabbit_11_masked.png,snake4.png,raisin.png,servingspoon01.png
matterhorn_1.png,mess7.jpg,rabbit1.png,snake5.png,rambutan.png,set_square.png
melissanicave_2.png,mess8.jpg,rabbit2.png,snake6.png,raspberry01.png,sewingmachine01a.png
melissanicave_3.png,mess9.jpg,rabbit3.png,snake7.png,red potato.png,sharpening_steel.png
Mississippi_River.jpg,mess10.jpg,rabbit4.png,snake8.png,red_cabbage.png,shelf.png
moravian_fields_1.png,oilrig1.png,rabbit5.png,snake9.png,redcurrant.png,shelves.png
mount_everest_2.png,oilrig2.jpg,rabbit6.png,snake11.png,redcurrant2.png,shopvac.png
mount_everest.jpg,Pigeon 6.jpg,rabbit7.png,spider1.png,redgrapefruit.png,shovel.png
mt_sanqing_3.png,Plane crash 2.jpg,rabbit8.png,spider2.png,redkurisquash.png,showerhead01.png
na_pali_coast_1.png,Plane crash 3.jpg,rabbit9.png,spider3.png,redmango.png,sink.png
na_pali_coast_2.png,Plane crash 4.jpg,rabbit12.png,spider4.png,redonion.png,skate.png
na_pali_coast_3.png,planecrash1.jpg,ram1.png,spider5.png,redpear.png,sledgehammer.png
namaqualand_2.png,planecrash2.jpg,redbird1.png,spider6.png,redplum.png,small_saucepan.png
napa_valley_4.jpg,planecrash3.jpg,redfox.png,spider7.png,redpotato.png,smokedetector02.png
Napa_Valley.jpg,planecrash4.jpg,redpanda1.png,spider8.png,rhubarb.png,soap01.png
Nature 1.jpg,planecrash5.jpg,rodent3.png,spider9.png,romatomato.png,soapdispenser02.png
Nature 2.jpg,planecrash6.jpg,seaturtle1.png,spider10.jpg.png,rosemary.png,sofa.png
natures_window_3.png,planecrash7.jpg,seaturtle2.png,squid1.png,rubyredgrapefruit.png,solderingiron.png
niagra_falls_1.png,planecrash8.jpg,sheep1.png,squid2.png,saffronmushroom.png,spatula03.png
niagra_falls_2.png,planecrash9.jpg,sheep2.png,stinkbug1.png,sage.png,speaker04.png
niagra_falls_3.png,planecrash10.jpg,siamesecat1.png,tarantula1.png,santaclausmelon.png,spicerack.png
Niagra_Falls.jpg,Pollution 1.jpg,sleepingfox1.png,tick1.png,sapote.png,sponge01.png
niah_caves_1.png,pollution1.jpg,sloth1.png,tick2.png,seckelpear.png,spoon01.png
niah_caves_2.png,pollution2.jpg,sloth2.png,tick3.png,seedlessorange.png,spraybottle01.png
niah_caves_3.png,pollution3.jpg,sloth3.png,tick4.png,serranopepper.png,springdoorstop.png
Nile_River.jpg,pollution4.jpg,sloth4.png,toad1.png,shallot.png,squeegee01b.png
Notre_Dame.jpg,Prison 1.jpg,sloth5.png,toad2.png,snowpea01.png,staplegun.png
Path 1.jpg,prison1.png,snowybird1.png,toad3.png,soursop.png,stapler03a.png
Performance 1.jpg,prison2.png,sparrow1.png,toad4.png,spaghettisquash.png,stapleremover.png
Performance 2.jpg,prison3.jpg,sparrow2.png,toad5.png,spinach.png,stepladder.png
picos_de_europa_1.png,prison4.jpg,squirrel2.png,toad6.png,spritemelon.png,stool.png
picos_de_europa_3.png,prison5.jpg,squirrel3.png,toad7.png,sprouts.png,stool01.png
plitvice_lakes_1.png,prison6.jpg,squirrel4.png,toad8.png,squash.png,storagebin.png
plitvice_lakes_3.png,Railroad 1.jpg,squirrelmonkey1.png,toad9.png,starfruit.png,stovetop1.png
Rainbow 1.jpg,ruins1.jpg,starfish01.png,triton1.png,strawberry.png,strainer.png
Rainbow 2.jpg,ruins2.jpg,starlingbird1.png,unknown1.png,stringbean01.png,stubbywrench01a.png
red_beach_1.png,ruins3.jpg,sugarglider2.png,vampirebat2.png,stringbean03a.png,suitcase.png
red_beach_3.png,ruins4.jpg,swan1.png,vulture1.png,sugarapple.png,swissarmyknife01a.png
redwood_forest.jpg,ruins5.png,swan2.png,vulture2.png,summersquash.png,table.png
Road 1.jpg,ruins6.png,swan3.png,vulture3.png,sunflowerseed.png,table01.png
rock_of_gilbralter_2.png,ruins7.jpg,toucan1.png,warthog1.png,sunflowerseeds.png,tableknife02.png
Rocks 1.jpg,ruins8.jpg,turtle1.png,warthog2.png,sunflowerseeds2.png,tablesaw.png
Rocks 4.jpg,Running away 1.jpg,turtle2.png,warthog3.png,sweetredonion.png,teapot.png
rotorua_newzealand_2.png,Shark 3.jpg,turtle3.png,warthog4.png,tamarillo.png,telephone01b.png
Sailing 3.jpg,Storage 1.jpg,turtle4.png,warthog5.png,tamarind.png,television.png
samothraki_1.png,Storage 2.jpg,turtle5.png,wasp1.png,tangelo.png,thermometer02b.png
samothraki_3.png,Storage 3.jpg,vicuna.png,wasp2.png,tomato.png,threada.png
sarisarinama_sinkhole_1.png,storm1.jpg,wallaby1.png,wolf1.png,tomato01.png,thumbtack02a.png
Satellite 1.jpg,storm2.jpg,whale1.png,wolf3.png,tomato02.png,tissuebox01b.png
Sidewalk 4.jpg,storm3.jpg,whale2.png,wolf4.png,turbansquash.png,toaster01.png
Sierra_Nevada.jpg,storm4.jpg,whale3.png,wolf5.png,turnip.png,toasteroven.png
Sistine_Chapel.jpg,Thunderstorm 1.jpg,whale4.png,wolf6.png,turnip2.png,toilet.png
Space_Needle.jpg,Thunderstorm 3.jpg,willowtit1.png,wolverine1.png,vegetablemarrowsquash.png,toiletbrush.png
Statue 1.jpg,Thunderstorm 9.jpg,willowtit2.png,wolverwine2.png,walnut01c.png,toiletpaper01a.png
Street 3.jpg,Thunderstorm 10.jpg,zebra1.png,worm3.png,walnuts.png,tongs01b.png
Sunflower 1.jpg,Thunderstorm 11.jpg,zebra2.png,worm4.png,watermelon01.png,toolbox02.png
Sunset 1.jpg,Tornado 1.jpg,,worm5.png,watermelon02c.png,toothbrush03b.png
Sunset 2.jpg,Tornado 3.jpg,,worm7.png,whitecucumber.png,towelrack.png
Sunset 3.jpg,Tornado 4.jpg,,,whitegrape.png,travelmug.png
Sunset 4.jpg,Tornado 5.jpg,,,whitepeach.png,treadmill.png
Sunset 5.jpg,tornado1.jpg,,,whitepotato.png,trowel.png
Sunset 6.jpg,tornado2.jpg,,,whitepumpkin.png,tupperware03a.png
Swiss_Alps.jpg,tornado3.jpg,,,whiteradish.png,tweezers02a.png
Sydney_Opera_House.jpg,Torture chamber 1.jpg,,,whithegourd.png,umbrella04.png
Taj_Mahal.jpg,trash1.jpg,,,williams.png,usbcable01a.png
tigris_river_3.png,trash2.jpg,,,yam.png,vacuumcleaner01.png
torrest_del_paine_3.png,trash3.jpg,,,yams.png,wafflemaker.png
Tower_Bridge.jpg,trash4.jpg,,,yellow watermelon_E.png,wallclock.png
Tower_of_Pisa.jpg,trash5.jpg,,,yellow_plum.png,wardrobe.png
uluru_3.png,trash6.jpg,,,yellowbellpepper.png,washingmachine.png
victoria_falls_2.png,Volcano 2.jpg,,,yellowcherrytomato.png,wateringcan.png
Victoria_falls.jpg,volcano1.png,,,yellowcrookneck.png,webcam.png
wave_arizona_2.png,volcano2.jpg,,,yellowmango.png,weedwacker.png
Wedding 12.jpg,War 5.jpg,,,yellowplum.png,wheelbarrow01.png
white_desert_1.png,War 8.jpg,,,yellowzucchini.png,whisk.png
white_sand_3.png,waste1.jpg,,,yukongoldpotato.png,whiteout.png
yellowstone_1.png,waste2.jpg,,,zucchini01.png,wineglass01.png
Yellowstone.jpg,waste3.jpg,,,,woodenspoon.png
Yosemite.jpg,,,,,workglove02c.png
zhangy_danxia_1.png,,,,,worldmap.png
zhangye_danxia_2.png,,,,,
